,host,count
2209,physkn00.phys-te.uni-sb.de,1
2210,ak123.du.pipex.com,1
2211,aibn58.astro.uni-bonn.de,1
2212,icsm10.lib.ic.ac.uk,1
2213,hamlet.ks.uiuc.edu,1
2214,star87.hkstar.com,1
2215,204.174.82.69,1
2216,supplies2.lib.washington.edu,1
2217,oppenheim.ethz.ch,1
2218,129.228.192.115,1
2219,199.171.38.103,1
2220,200.17.1.71,1
2221,192.101.77.140,1
2222,137.132.32.53,1
2223,vesuv.pc-plus.de,1
2224,147.110.15.124,1
2225,sellis.gi.com,1
2226,csc122.flint.umich.edu,1
2227,slip6.dsmnet.com,1
2228,193.89.164.23,1
2229,204.50.49.27,1
2230,tot.mercurio.cl,1
2231,198.70.147.251,1
2232,ts1-30.bta.net.cn,1
2233,ppp027.nagy.tcp-ip.or.jp,1
2234,192.55.234.27,1
2235,204.248.93.5,1
2236,pppnode22.bahnhof.se,1
2237,sladl1p58.ozemail.com.au,1
2238,p102060407.adr.co.uk,1
2239,130.149.5.103,1
2240,137.187.80.156,1
2241,ix-lex1-11.ix.netcom.com,1
2242,heckford.demon.co.uk,1
2243,129.52.82.3,1
2244,sprariel.claremont.edu,1
2245,harima.edu.tut.ac.jp,1
2246,f181-053.net.wisc.edu,1
2247,npbmac-1.encore.com,1
2248,139.169.205.28,1
2249,wyndmoor1-9.slip.netaxs.com,1
2250,198.147.125.14,1
2251,ppp2.wpc.com,1
2252,168.212.136.144,1
2253,hst00107.gsfc.nasa.gov,1
2254,via-annex4-26.cl.msu.edu,1
2255,129.187.138.8,1
2256,port22.modem1.cc.swt.edu,1
2257,cts32.cc.utah.edu,1
2258,granet.cad.cea.fr,1
2259,ip179.tokyo.jp.interramp.com,1
2260,nd123017.global.medtronic.com,1
2261,asyn-06.spin.it,1
2262,six.shiva3.kumc.edu,1
2263,150.190.52.41,1
2264,133.35.136.4,1
2265,142.142.74.11,1
2266,dd23-062.compuserve.com,1
2267,132.248.40.132,1
2268,james.tncnet.com,1
2269,noeell.wave.co.nz,1
2270,cpu2.omrf.uokhsc.edu,1
2271,pollux.drea.dnd.ca,1
2272,143.106.210.136,1
2273,rsb16.cem.itesm.mx,1
2274,info.london.on.ca,1
2275,johnny.cioe.com,1
2276,165.151.56.116,1
2277,ip1.new-york.ny.interramp.com,1
2278,ppp1.gbg.mandator.se,1
2279,ruger-76.slip.uiuc.edu,1
2280,eyas01.mcs.anl.gov,1
2281,armavilvn.phibred.com,1
2282,204.248.99.51,1
2283,193.130.242.121,1
2284,199.212.94.34,1
2285,130.108.128.200,1
2286,199.172.16.38,1
2287,199.84.226.117,1
2288,s62lib130.csun.edu,1
2289,daisy.moffitt.usf.edu,1
2290,tyo0109.bekkoame.or.jp,1
2291,ix-sj24-16.ix.netcom.com,1
2292,pm6a14.sover.net,1
2293,slipper10833.iaccess.za,1
2294,128.230.1.138,1
2295,c2509-a1.marcam.com,1
2296,anc-p1-33.alaska.net,1
2297,slip144-156.ut.nl.ibm.net,1
2298,163.185.6.84,1
2299,danube.usae.bah.com,1
2300,158.240.100.3,1
2301,137.44.3.69,1
2302,143.41.97.3,1
2303,maccom2.utcc.utk.edu,1
2304,193.55.39.183,1
2305,u67.n98.queensu.ca,1
2306,128.146.16.205,1
2307,ns.rdc.ab.ca,1
2308,asp.asc.rssi.ru,1
2309,ix-sr3-23.ix.netcom.com,1
2310,rfhs1025.fh.uni-regensburg.de,1
2311,lab1022-2.uccb.ns.ca,1
2312,jax-a04.gttw.com,1
2313,ghg.ecn.purdue.edu,1
2314,ip156.washington.dc.interramp.com,1
2315,asd04-02.dial.xs4all.nl,1
2316,cwis-pc.acs.unt.edu,1
2317,slip45.niagara.com,1
2318,utr0049.pi.net,1
2319,lc.lindenwood.edu,1
2320,mus.urz.uni-magdeburg.de,1
2321,dandelions.microserve.com,1
2322,ctpid-18.mit.edu,1
2323,dialup538.chicago.mci.net,1
2324,cannone.bus.utexas.edu,1
2325,a011.bkm.ca,1
2326,dlup-i.jagunet.com,1
2327,pc-2008-04.mnh.csus.edu,1
2328,141.195.70.10,1
2329,tortellini.unix-ag.uni-kl.de,1
2330,148.199.13.76,1
2331,204.191.122.41,1
2332,scrm04_cs10_104.cisco.pacbell.com,1
2333,tralfamador.usa.net,1
2334,summer.obs-mip.fr,1
2335,ppp6.intelinet.net,1
2336,slip41.niagara.com,1
2337,132.146.108.198,1
2338,204.168.109.42,1
2339,m11-113-6.mit.edu,1
2340,139.169.135.138,1
2341,204.120.171.143,1
2342,199.174.164.56,1
2343,129.252.41.4,1
2344,128.158.38.80,1
2345,cust25.max2.seattle.wa.ms.uu.net,1
2346,204.244.108.10,1
2347,ts1-col-21.right.net,1
2348,rts3p5.its.rpi.edu,1
2349,troll.da.grci.com,1
2350,192.245.137.2,1
2351,dino.wiz.uni-kassel.de,1
2352,ppp18.quiknet.com,1
2353,sl2.mtshasta.snowcrest.net,1
2354,204.117.176.132,1
2355,monadnock.keene.edu,1
2356,smeier.pr.mcs.net,1
2357,153.104.1.175,1
2358,mac-2206z-3.mer.utexas.edu,1
2359,128.158.53.92,1
2360,dyn2-031.cc.umanitoba.ca,1
2361,129.219.2.111,1
2362,130.99.13.40,1
2363,charles.cs.unlv.edu,1
2364,140.104.5.83,1
2365,138.100.76.23,1
2366,142.58.213.100,1
2367,tokachi.edu.tut.ac.jp,1
2368,ad05-059.compuserve.com,1
2369,rhpc124-005.rh.dk,1
2370,128.171.41.43,1
2371,net226.metronet.com,1
2372,dialup97-051.swipnet.se,1
2373,mistra2.fernuni-hagen.de,1
2374,dial-223.valdosta.dial.peach.net,1
2375,ip209.tokyo.jp.interramp.com,1
2376,192.197.61.224,1
2377,131.104.158.43,1
2378,gadgetries.is.net,1
2379,196.11.62.136,1
2380,taos.systems.dhl.com,1
2381,198.189.225.89,1
2382,pc-lappan-r.eng.mcmaster.ca,1
2383,thyme.jpl.nasa.gov,1
2384,129.81.1.25,1
2385,192.5.239.178,1
2386,160.151.230.165,1
2387,hou18.onramp.net,1
2388,143.107.250.203,1
2389,192.195.155.9,1
2390,mat1.fc.up.pt,1
2391,artwork17.cray.com,1
2392,204.199.132.134,1
2393,pm1-9.tricon.net,1
2394,slip37-153.il.us.ibm.net,1
2395,199.172.142.107,1
2396,com-mac2.bu.edu,1
2397,198.4.4.37,1
2398,134.84.101.207,1
2399,volto34.vol.it,1
2400,pp0.databridge.com,1
2401,pme714.mlc.awinc.com,1
2402,kc.tiac.net,1
2403,bear.us.itd.umich.edu,1
2404,204.96.25.8,1
2405,s3240.netins.net,1
2406,131.170.181.166,1
2407,193.32.204.90,1
2408,annex6-3.dial.umd.edu,1
2409,brutos.dsto.defence.gov.au,1
2410,132.167.25.47,1
2411,corazon.cray.com,1
2412,205.160.20.144,1
2413,203.251.128.166,1
2414,ix-pit3-09.ix.netcom.com,1
2415,galileo.pi.infn.it,1
2416,139.169.99.145,1
2417,166.79.30.160,1
2418,133.24.99.134,1
2419,ache.tor.hookup.net,1
2420,pc58.ben-fh.tuwien.ac.at,1
2421,burrow.demon.co.uk,1
2422,d238.portal.ca,1
2423,132.159.132.51,1
2424,line132.nwm.mindlink.net,1
2425,umbra.ucolick.org,1
2426,cherryhill15.voicenet.com,1
2427,204.157.220.66,1
2428,user999.empirenet.com,1
2429,vms2.tamu.edu,1
2430,199.171.21.101,1
2431,198.253.217.29,1
2432,202.37.139.2,1
2433,dialin27.stdrem.okstate.edu,1
2434,198.104.162.30,1
2435,ix-tam5-15.ix.netcom.com,1
2436,firewall.remedy.com,1
2437,servbldg-251.umd.edu,1
2438,146.154.26.12,1
2439,ix-la25-26.ix.netcom.com,1
2440,204.63.137.86,1
2441,pm051-18.dialip.mich.net,1
2442,cehp2.ee.nus.sg,1
2443,ix-atl15-03.ix.netcom.com,1
2444,eagle25.sasknet.sk.ca,1
2445,158.111.168.24,1
2446,198.69.104.161,1
2447,198.49.174.234,1
2448,204.183.48.2,1
2449,rs6000.baldwinw.edu,1
2450,132.234.43.230,1
2451,dialup-11-c-167.gw.umn.edu,1
2452,131.34.231.12,1
2453,dialup-2-127.gw.umn.edu,1
2454,isdept-pc.microvitec.co.uk,1
2455,205.164.88.182,1
2456,cust21.max1.seattle.wa.ms.uu.net,1
2457,204.64.79.99,1
2458,bix-a-slip3.jhuapl.edu,1
2459,153.76.31.92,1
2460,macin.larc.nasa.gov,1
2461,198.22.13.19,1
2462,s261-powerpc.stanford.edu,1
2463,ix-atl8-13.ix.netcom.com,1
2464,pceth125.medctr.luc.edu,1
2465,ip33.san-francisco2.ca.interramp.com,1
2466,cmm.interax.net,1
2467,nwchi-d127.net.interaccess.com,1
2468,joseph.ils.nwu.edu,1
2469,bonzo.bart.nl,1
2470,147.234.23.78,1
2471,199.3.12.12,1
2472,202.24.140.58,1
2473,pstein.xnet.com,1
2474,leia.nas.nasa.gov,1
2475,snet39.francenet.fr,1
2476,dyke.swales.com,1
2477,204.171.168.30,1
2478,198.4.94.6,1
2479,access.surf.tach.net,1
2480,hpsys02.kaist.ac.kr,1
2481,tm478-mac.tecmas.com,1
2482,ad08-067.compuserve.com,1
2483,204.157.34.40,1
2484,156.63.59.149,1
2485,user.76.193.dcccd.edu,1
2486,tobyhanna.upj.pitt.edu,1
2487,199.0.9.223,1
2488,dal55.pic.net,1
2489,trial.islandnet.com,1
2490,pturner.dev.esoc.esa.de,1
2491,thefield.cc.uky.edu,1
2492,192.100.230.54,1
2493,134.75.132.26,1
2494,nwchi-d103.net.interaccess.com,1
2495,dirbe5.gsfc.nasa.gov,1
2496,ptbma.usbm.gov,1
2497,anastasi.arlut.utexas.edu,1
2498,148.197.169.77,1
2499,165.152.90.100,1
2500,ppp27.muskoka.com,1
2501,eclair.roanoke.edu,1
2502,site.gmu.edu,1
2503,204.30.72.90,1
2504,pe-151.ee.su.oz.au,1
2505,msn_2_5.binc.net,1
2506,199.246.40.2,1
2507,javaman.biol.vt.edu,1
2508,148.115.75.101,1
2509,wc01.hu.mtu.edu,1
2510,orange4.qtp.ufl.edu,1
2511,sa-1en95.sonoma.edu,1
2512,jimi.presence.co.uk,1
2513,shershe.cgrg.ohio-state.edu,1
2514,dialup300.bloomington.mci.net,1
2515,ux1.cso.uiuc.edu,1
2516,cust40.max1.chicago.il.ms.uu.net,1
2517,204.253.24.24,1
2518,ppp242.gol.com,1
2519,jgonsalves.arc.nasa.gov,1
2520,kel01009.direct.ca,1
2521,graphics.rent.com,1
2522,138.13.52.94,1
2523,kafka.uvic.ca,1
2524,130.111.40.154,1
2525,199.174.164.16,1
2526,cbb064.lubb.ttuhsc.edu,1
2527,150.65.230.10,1
2528,rrqnln.ltec.com,1
2529,204.249.12.36,1
2530,skolem.ethz.ch,1
2531,ldn99-23.leiden.nl.net,1
2532,nmsnp1.nmsu.edu,1
2533,143.166.139.124,1
2534,mod6.colmicrosys.com,1
2535,dial-229.locm.dial.peach.net,1
2536,maccq.jca.fr,1
2537,159.54.1.35,1
2538,ai086.du.pipex.com,1
2539,titus.ida.his.se,1
2540,137.132.163.140,1
2541,qtts-bezuidr.telkom.co.za,1
2542,pc-avs-etr2.cap.mmc.com,1
2543,ix-atl8-17.ix.netcom.com,1
2544,rotgut.uwyo.edu,1
2545,202.36.124.56,1
2546,205.228.170.3,1
2547,204.176.47.22,1
2548,line160.nwm.mindlink.net,1
2549,141.165.44.111,1
2550,129.53.1.126,1
2551,145.12.185.4,1
2552,dd19-028.compuserve.com,1
2553,pm2-60.skypoint.net,1
2554,129.38.233.50,1
2555,littlejoe.dataspace.ca,1
2556,via-annex2-30.cl.msu.edu,1
2557,burke.nadn.navy.mil,1
2558,ip-vanc2-11.teleport.com,1
2559,bre43.pi.net,1
2560,192.139.121.131,1
2561,149.25.97.46,1
2562,141.102.81.33,1
2563,204.149.226.70,1
2564,st-sid-rich-dyn-45.baylor.edu,1
2565,138.23.130.209,1
2566,204.182.60.122,1
2567,saturn.gov.bc.ca,1
2568,chalco.univ-montp2.fr,1
2569,162.127.116.7,1
2570,200.10.224.215,1
2571,161.55.8.22,1
2572,rvr0133.deltanet.com,1
2573,162.80.140.59,1
2574,155.70.122.41,1
2575,penguin1.b17a.ingr.com,1
2576,hsc.usc.edu,1
2577,ix-pit3-06.ix.netcom.com,1
2578,slsyd2p03.ozemail.com.au,1
2579,204.253.29.51,1
2580,192.149.240.111,1
2581,casa.colorado.edu,1
2582,rdr16.ccinet.ab.ca,1
2583,206.64.53.3,1
2584,145.89.17.201,1
2585,204.255.214.5,1
2586,stub31pc.stub.uni-frankfurt.de,1
2587,dd13-032.compuserve.com,1
2588,128.158.55.108,1
2589,193.74.91.92,1
2590,tosborne.ct.covia.com,1
2591,tigger.cc.uic.edu,1
2592,cust1.max1.washington.dc.ms.uu.net,1
2593,host40.net193.iit.edu,1
2594,ddrury.eng.gulfaero.com,1
2595,csc102-alt2.us.dg.com,1
2596,139.88.56.53,1
2597,165.21.1.231,1
2598,199.174.181.59,1
2599,205.160.247.103,1
2600,204.27.123.130,1
2601,dial11.k-van.co.jp,1
2602,slwol1p15.ozemail.com.au,1
2603,ss29.ssnet.com,1
2604,icsm158.lib.ic.ac.uk,1
2605,tr118.travel-net.com,1
2606,edge241-3.nosc.mil,1
2607,137.249.34.31,1
2608,mike.sonicsys.stph.net,1
2609,149.205.128.11,1
2610,ppp02.csd.net,1
2611,200.0.18.154,1
2612,anx01-01.bcn.boulder.co.us,1
2613,corby.vip.best.com,1
2614,dynamic175-155.ip.portal.com,1
2615,198.163.10.47,1
2616,199.170.96.174,1
2617,198.79.154.89,1
2618,anasi.demon.co.uk,1
2619,sag1.cs.esrin.esa.it,1
2620,bloor.demon.co.uk,1
2621,ix-tf3-16.ix.netcom.com,1
2622,199.202.90.142,1
2623,annex2p26.sdsu.edu,1
2624,emmy.mathematik.uni-dortmund.de,1
2625,csc.tiac.net,1
2626,128.219.49.47,1
2627,ix-alb2-12.ix.netcom.com,1
2628,lcy-ip3.halcyon.com,1
2629,pix196.actel.com,1
2630,chemmac1.chem.umu.se,1
2631,205.156.196.78,1
2632,pc309_14.nih.no,1
2633,128.158.46.17,1
2634,lga38.cts.com,1
2635,dss.bluefin.net,1
2636,132.183.200.102,1
2637,199.171.182.40,1
2638,200.246.227.85,1
2639,192.131.155.36,1
2640,dd04-051.compuserve.com,1
2641,bear_server1.ppp.oxy.edu,1
2642,ix-dc15-04.ix.netcom.com,1
2643,199.202.90.184,1
2644,du010.voodooman.com,1
2645,199.166.254.18,1
2646,128.222.10.57,1
2647,164.58.86.4,1
2648,knpc31.la.shizuoka.ac.jp,1
2649,annex4.dfrc.nasa.gov,1
2650,147.109.203.41,1
2651,204.97.252.152,1
2652,techshop.supernet.net,1
2653,ppp-b-252.pinn.net,1
2654,ix-sc5-13.ix.netcom.com,1
2655,maley.jsc.nasa.gov,1
2656,split.esc.k12.in.us,1
2657,129.37.137.5,1
2658,usr9-dialup26.atlanta.mci.net,1
2659,ix-day-oh1-26.ix.netcom.com,1
2660,204.253.26.12,1
2661,193.129.24.166,1
2662,jcossack.saic.com,1
2663,cl.globalx.net,1
2664,cetad.ing.unlp.edu.ar,1
2665,csjp90.chem.unc.edu,1
2666,reed.edu,1
2667,peace.risc.rockwell.com,1
2668,198.180.147.56,1
2669,cs2-12.all.ptd.net,1
2670,132.235.123.56,1
2671,student-mail.jsu.edu,1
2672,204.120.67.52,1
2673,200.246.240.25,1
2674,mac-03.csres.utexas.edu,1
2675,aisdn.lanl.gov,1
2676,magrathea.execpc.com,1
2677,fotogenix.ftel.co.uk,1
2678,193.12.91.40,1
2679,206.41.131.12,1
2680,146.164.56.26,1
2681,198.247.127.169,1
2682,134.50.205.24,1
2683,138.156.101.234,1
2684,zeus.center.uscs.com,1
2685,lv-075.internext.com,1
2686,wireless.wco.com,1
2687,jimtuite.port.net,1
2688,168.187.100.234,1
2689,slip852.rmii.com,1
2690,ai155.du.pipex.com,1
2691,204.241.94.13,1
2692,doctor.th.acf.nyu.edu,1
2693,hfxpm2-d177.atcon.com,1
2694,eds9.gns.cri.nz,1
2695,ix-lv3-04.ix.netcom.com,1
2696,assign33.comnet.com,1
2697,pm.spacenet.de,1
2698,slip6.elysian.net,1
2699,netuser40.ncw.net,1
2700,slip171.rmii.com,1
2701,gatessl.centerline.com,1
2702,ix-hou6-14.ix.netcom.com,1
2703,lib.is.tcu.edu,1
2704,matthk.syd.interconnect.com.au,1
2705,heluna.it.lut.fi,1
2706,sgil3la1.cern.ch,1
2707,192.115.94.101,1
2708,tarzan.hrz.tu-freiberg.de,1
2709,131.123.101.222,1
2710,en7066.nps.usace.army.mil,1
2711,mtp039.mis.semi.harris.com,1
2712,199.75.87.8,1
2713,user88x2.burbank.k12.ca.us,1
2714,maria-5k.aip.realtime.net,1
2715,pslip129.pvd-ri.ids.net,1
2716,198.27.51.29,1
2717,192.133.13.160,1
2718,198.69.104.151,1
2719,pool78.maple.net,1
2720,134.139.43.216,1
2721,198.3.16.175,1
2722,132.252.245.89,1
2723,130.206.85.244,1
2724,ppp7.mis.net,1
2725,153.36.123.7,1
2726,133.5.201.185,1
2727,ch-a617.scu.edu.au,1
2728,137.241.68.240,1
2729,iep-1.univ-lyon2.fr,1
2730,dev.zool.kyoto-u.ac.jp,1
2731,143.93.190.20,1
2732,pcmateo.cirad.fr,1
2733,gate6.mauigateway.com,1
2734,pc38-slip.ccs-stub.deakin.edu.au,1
2735,204.102.116.72,1
2736,203.248.73.152,1
2737,192.234.128.127,1
2738,199.174.134.38,1
2739,v2gibson.lsis.loral.com,1
2740,137.240.54.193,1
2741,net20.intserv.com,1
2742,204.252.242.1,1
2743,murraypt.udri.udayton.edu,1
2744,soundman.earthlink.net,1
2745,rempc11.rz.htw-dresden.de,1
2746,131.228.57.6,1
2747,sun731.lisle.tellabs.com,1
2748,echamp.gecinc.com,1
2749,ppp417.st.rim.or.jp,1
2750,dante.phs.com,1
2751,192.195.116.8,1
2752,ix-sd9-01.ix.netcom.com,1
2753,destin.afwc.af.mil,1
2754,205.184.18.52,1
2755,dal964.computek.net,1
2756,128.127.36.140,1
2757,swbksmth.flexnet.com,1
2758,204.19.79.238,1
2759,139.169.51.184,1
2760,137.245.230.136,1
2761,204.50.77.32,1
2762,130.18.16.103,1
2763,198.142.5.11,1
2764,196.1.70.216,1
2765,osak1du04.os.mesh.ad.jp,1
2766,pams6pc.mel.dbce.csiro.au,1
2767,cust43.max2.seattle.wa.ms.uu.net,1
2768,stockyard44.onramp.net,1
2769,naihp7.nai.net,1
2770,194.51.34.100,1
2771,139.169.174.91,1
2772,ayukawa.delta.com,1
2773,155.31.23.17,1
2774,pld1.biddeford.com,1
2775,ipgw1154.ipatp.ilstu.edu,1
2776,151.155.221.64,1
2777,www.nmhu.edu,1
2778,dialup04.sos.net,1
2779,henry-slip66.korea.army.mil,1
2780,grottan05.mmt.kth.se,1
2781,159.198.8.52,1
2782,198.110.197.12,1
2783,133.56.15.150,1
2784,199.234.184.126,1
2785,s07-pm01.sierra.campus.mci.net,1
2786,ppp28.ipswichcity.qld.gov.au,1
2787,e1m175.mel.enternet.com.au,1
2788,137.243.74.190,1
2789,ginibom.knoware.nl,1
2790,brnjones.cts.com,1
2791,198.190.226.52.du.nauticom.net,1
2792,ix-jac1-22.ix.netcom.com,1
2793,scrmf35.oss.pacbell.com,1
2794,142.158.120.208,1
2795,128.97.88.92,1
2796,phcrd2b.newcastle.edu.au,1
2797,nwchi-d124.net.interaccess.com,1
2798,maszutu.srv.pacbell.com,1
2799,mpc4.mp.sait.ab.ca,1
2800,pooh.tti.com,1
2801,cn-slip2.itr.ch,1
2802,204.102.83.20,1
2803,em080.montrouge.smr.slb.com,1
2804,pc58.phys.wits.ac.za,1
2805,142.140.88.131,1
2806,cbpd.vnet.net,1
2807,scarpa.ing.puc.cl,1
2808,134.7.76.207,1
2809,198.213.101.19,1
2810,dwarf.thunderstone.com,1
2811,s71.tucslip.indirect.com,1
2812,p401.euronet.nl,1
2813,slip173.indirect.com,1
2814,genie.roses.rockwell.com,1
2815,ix-jc6-01.ix.netcom.com,1
2816,bioethics16.med.upenn.edu,1
2817,130.225.84.229,1
2818,pm1-26.skypoint.net,1
2819,dd20-030.compuserve.com,1
2820,ip16.portland.or.interramp.com,1
2821,d113.gbg.pi.se,1
2822,ultraman.uu.net,1
2823,daab03.nmsu.edu,1
2824,watson.atlanta.com,1
2825,h-justified.nr.infi.net,1
2826,142.150.1.22,1
2827,helios.crchul.ulaval.ca,1
2828,slip88-138.tx.us.ibm.net,1
2829,204.120.34.65,1
2830,bslocum.sensemedia.net,1
2831,204.50.18.111,1
2832,user16.star.k12.ia.us,1
2833,165.21.5.39,1
2834,ppp205.telepost.no,1
2835,198.115.161.72,1
2836,ds9.mss.com,1
2837,cr4.goodadvertising.com,1
2838,www.netman.se,1
2839,155.37.33.58,1
2840,slip-dc.rdrop.com,1
2841,145.220.195.16,1
2842,198.234.176.212,1
2843,powell.seanet.com,1
2844,192.109.43.109,1
2845,199.77.65.9,1
2846,transitory29.lanl.gov,1
2847,jd.3do.com,1
2848,200.10.239.173,1
2849,sand.npl.washington.edu,1
2850,ts04-ind-6.iquest.net,1
2851,pclab4.laucd.georgetown.edu,1
2852,204.71.8.51,1
2853,202.46.240.115,1
2854,det1sc.dm.af.mil,1
2855,cs1-17.con.ptd.net,1
2856,itd015.itd.ci.jax.fl.us,1
2857,132.187.108.125,1
2858,149.115.14.163,1
2859,193.45.139.19,1
2860,col5092-17.uncc.edu,1
2861,magion.ufa.cas.cz,1
2862,salmon.cita.utoronto.ca,1
2863,198.246.156.5,1
2864,vtr3.together.net,1
2865,dial-4.r1.scsumt.sunbelt.net,1
2866,204.50.77.101,1
2867,pop130.solo.pipex.co.za,1
2868,ix-nyc12-16.ix.netcom.com,1
2869,slip174-194.wl.nz.ibm.net,1
2870,139.169.211.5,1
2871,193.74.0.18,1
2872,129.37.84.69,1
2873,128.206.1.121,1
2874,clynch.micron.com,1
2875,cjc08230.slip.digex.net,1
2876,131.203.199.171,1
2877,ad16-024.compuserve.com,1
2878,131.178.80.237,1
2879,165.137.55.43,1
2880,193.32.20.179,1
2881,dal48.pic.net,1
2882,rti-8-58.rti.org,1
2883,131.235.212.60,1
2884,131.182.107.25,1
2885,198.206.134.147,1
2886,138.13.54.159,1
2887,vicnetp1.slv.vic.gov.au,1
2888,147.228.63.20,1
2889,lgserv1.cs.uit.no,1
2890,161.119.195.16,1
2891,sun.cc.westga.edu,1
2892,134.29.101.101,1
2893,admin.cabot.nf.ca,1
2894,ad02-072.compuserve.com,1
2895,clc.tigernet.net,1
2896,192.206.109.51,1
2897,ai.bpa.arizona.edu,1
2898,147.46.154.175,1
2899,ad23-003.compuserve.com,1
2900,142.3.218.2,1
2901,nd043041.global.medtronic.com,1
2902,ad18-065.compuserve.com,1
2903,152.20.12.198,1
2904,rupert.stochastik.rwth-aachen.de,1
2905,160.149.100.45,1
2906,ts-h08-15-38.ucc.su.oz.au,1
2907,148.81.200.123,1
2908,128.180.30.106,1
2909,dd08-008.compuserve.com,1
2910,141.205.20.100,1
2911,198.165.21.180,1
2912,199.236.200.35,1
2913,dialup130.adnetsol.com,1
2914,128.183.8.233,1
2915,161.142.1.31,1
2916,141.2.28.48,1
2917,newsgrps.lsac.org,1
2918,snmpc1.ug.eds.com,1
2919,osk0154.bekkoame.or.jp,1
2920,office2.eunet.cz,1
2921,148.246.247.77,1
2922,marvkorn.liii.com,1
2923,f180-081.net.wisc.edu,1
2924,slip4065.sirius.com,1
2925,linax1.mpae.gwdg.de,1
2926,ppp-b-85.pinn.net,1
2927,d212.sth.pi.se,1
2928,penti.hrz.htw-zittau.de,1
2929,202.251.251.109,1
2930,paris.cs.uni-sb.de,1
2931,demian.cctc.emerson.edu,1
2932,129.52.31.139,1
2933,199.202.90.163,1
2934,198.2.1.7,1
2935,ad11-071.compuserve.com,1
2936,edtnpt01-port-9.agt.net,1
2937,sater.fpkc.com,1
2938,193.22.121.104,1
2939,jaccardi.pr.mcs.net,1
2940,198.68.224.165,1
2941,192.150.88.43,1
2942,192.108.146.13,1
2943,port49.annex3.net.ubc.ca,1
2944,p2241.pip.dknet.dk,1
2945,library-scanner.bbn.com,1
2946,128.209.45.55,1
2947,nsmc02.chemistry.aa.wl.com,1
2948,asgard.esrin.esa.it,1
2949,libitc38.uoregon.edu,1
2950,204.233.71.116,1
2951,199.165.149.215,1
2952,mulder.egr.msu.edu,1
2953,ppp-12.fit.edu,1
2954,128.226.4.106,1
2955,seha1.kotel.co.kr,1
2956,dialup10.hula.net,1
2957,lapham.jsc.nasa.gov,1
2958,jimw.gsfc.nasa.gov,1
2959,land1.rock.gtegsc.com,1
2960,199.4.225.20,1
2961,port09.gateway1.ic.net,1
2962,192.91.186.130,1
2963,205.164.176.131,1
2964,205.216.133.226,1
2965,131.125.1.201,1
2966,cds07.ateng.az.honeywell.com,1
2967,srubenfe.d.umn.edu,1
2968,ip150.albany.new-york.interramp.com,1
2969,130.191.147.117,1
2970,hoffman.rstnu.bcm.tmc.edu,1
2971,soupy.wat.hookup.net,1
2972,cisco-ts5-line13.uoregon.edu,1
2973,ras2.techone.com.au.109.12.202.in-addr.arpa,1
2974,130.19.84.87,1
2975,akmit.min.uni-koeln.de,1
2976,lothar.torino.maraut.it,1
2977,198.76.183.29,1
2978,194.20.34.211,1
2979,sfsp36.slip.net,1
2980,wiegand.ww.tu-berlin.de,1
2981,ad14-042.compuserve.com,1
2982,204.157.201.131,1
2983,ix-sd11-15.ix.netcom.com,1
2984,s254n061ppp42.csun.edu,1
2985,slip20.xroads.com,1
2986,rambo.oss.interact.net,1
2987,134.76.28.175,1
2988,kte-2504-th.e-technik.tu-ilmenau.de,1
2989,stagney.extern.ucsd.edu,1
2990,194.166.28.14,1
2991,sm4368.mcclellan.af.mil,1
2992,async63.async.duke.edu,1
2993,133.5.167.92,1
2994,motley.tor.hookup.net,1
2995,cust18.max11.chicago.il.ms.uu.net,1
2996,metcom.com,1
2997,tyo0142.bekkoame.or.jp,1
2998,vccnw10.its.rpi.edu,1
2999,client-71-63.online.apple.com,1
3000,gbnwc1-kip1.hitchcock.org,1
3001,ppp5.dakota.net,1
3002,hk.net,1
3003,cfremon.earthlink.net,1
3004,d196.nb.interaccess.com,1
3005,152.157.179.249,1
3006,pm2e1-09.valleynet.com,1
3007,cq412.qgraph.com,1
3008,129.237.179.239,1
3009,165.91.176.174,1
3010,204.50.58.33,1
3011,jwenk.accessone.com,1
3012,130.235.7.34,1
3013,ix-nyc6-21.ix.netcom.com,1
3014,client-71-187.online.apple.com,1
3015,p15.infinet.com,1
3016,mac1601.redstone.army.mil,1
3017,mozart.rdg.ac.uk,1
3018,twepc36.vub.ac.be,1
3019,delocn.udel.edu,1
3020,lvl-mac041.usc.edu,1
3021,a1230dgest.hq.wapa.gov,1
3022,lct4.teledetection.fr,1
3023,antares.ntd.comsat.com,1
3024,imagine.xs4all.nl,1
3025,ad04-080.compuserve.com,1
3026,cordona.gsfc.nasa.gov,1
3027,ix-wp2-21.ix.netcom.com,1
3028,rfrye.mis.semi.harris.com,1
3029,ws1.worldorder.com,1
3030,ix-grn-sc1-11.ix.netcom.com,1
3031,operator.dwights.com,1
3032,annex6-18.dial.umd.edu,1
3033,157.16.213.52,1
3034,204.31.111.68,1
3035,asd03-09.dial.xs4all.nl,1
3036,dialip161.gov.bc.ca,1
3037,ppp946.st.rim.or.jp,1
3038,pm18.j51.com,1
3039,pier-m14.glocom.ac.jp,1
3040,ibc.wustl.edu,1
3041,f182-054.net.wisc.edu,1
3042,du-20.du.ibase.org.br,1
3043,164.116.167.51,1
3044,spanky.cts.com,1
3045,204.62.178.165,1
3046,pc-336-1.fsid.cvut.cz,1
